ID,Year,Region,POE,Crossing,Modes,Northbound Crossing
2016-JUAR-Pedestrians,2016,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,0
2016-JUAR-Railcars,2016,Laredo,Laredo,Juárez-Lincoln International Bridge,Railcars,0
2016-WORL-Buses,2016,Laredo,Laredo,World Trade Bridge,Buses,0
2016-WORL-Trucks,2016,Laredo,Laredo,World Trade Bridge,Commercial Trucks,1739618
2016-WORL-POVs,2016,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,0
2016-WORL-Pedestrians,2016,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,141764
2016-WORL-Railcars,2016,Laredo,Laredo,World Trade Bridge,Railcars,0
2016-BROW-Buses,2016,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Buses,0
2016-BROW-Trucks,2016,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,0
2016-BROW-POVs,2016,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,1568028
2016-BROW-Pedestrians,2016,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,423353
2016-BROW-Railcars,2016,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Railcars,0
2016-FREE-Buses,2016,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Buses,0
2016-FREE-Trucks,2016,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,27319
2016-FREE-POVs,2016,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,480466
2016-FREE-Pedestrians,2016,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,30980
2016-FREE-Railcars,2016,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Railcars,0
2016-GATE-Buses,2016,Rio Grande Valley,Brownsville,Gateway International Bridge,Buses,0
2016-GATE-Trucks,2016,Rio Grande Valley,Brownsville,Gateway International Bridge,Commercial Trucks,0
2016-GATE-POVs,2016,Rio Grande Valley,Brownsville,Gateway International Bridge,Passenger Vehicles,1286737
2016-GATE-Pedestrians,2016,Rio Grande Valley,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,2025722
2016-GATE-Railcars,2016,Rio Grande Valley,Brownsville,Gateway International Bridge,Railcars,0
2016-VETE-Buses,2016,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Buses,7239
2016-VETE-Trucks,2016,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,189049
2016-VETE-POVs,2016,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,1300688
2016-VETE-Pedestrians,2016,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,70778
2016-VETE-Railcars,2016,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Railcars,0
2016-WEST-Buses,2016,Rio Grande Valley,Brownsville,West Rail Bridge,Buses,0
2016-WEST-Trucks,2016,Rio Grande Valley,Brownsville,West Rail Bridge,Commercial Trucks,0
2016-WEST-POVs,2016,Rio Grande Valley,Brownsville,West Rail Bridge,Passenger Vehicles,0
2016-WEST-Pedestrians,2016,Rio Grande Valley,Brownsville,West Rail Bridge,Pedestrians/ Bicyclists,0
2016-WEST-Railcars,2016,Rio Grande Valley,Brownsville,West Rail Bridge,Railcars,84792
2016-ANZA-Buses,2016,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Buses,1
2016-ANZA-Trucks,2016,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Commercial Trucks,0
2016-ANZA-POVs,2016,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,1170282
2016-ANZA-Pedestrians,2016,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,0
2016-ANZA-Railcars,2016,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Railcars,0
2016-MCAL-Buses,2016,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Buses,25041
2016-MCAL-Trucks,2016,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,0
2016-MCAL-POVs,2016,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,2329783
2016-MCAL-Pedestrians,2016,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,2376410
2016-MCAL-Railcars,2016,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Railcars,0
2016-PHAR-Buses,2016,Rio Grande Valley,Hidalgo,Pharr International Bridge,Buses,3
2016-PHAR-Trucks,2016,Rio Grande Valley,Hidalgo,Pharr International Bridge,Commercial Trucks,569944
2016-PHAR-POVs,2016,Rio Grande Valley,Hidalgo,Pharr International Bridge,Passenger Vehicles,1221322
2016-PHAR-Pedestrians,2016,Rio Grande Valley,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,38442
2016-PHAR-Railcars,2016,Rio Grande Valley,Hidalgo,Pharr International Bridge,Railcars,0
2016-DONN-Buses,2016,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Buses,0
2016-DONN-Trucks,2016,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,0
2016-DONN-POVs,2016,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,688841
2016-DONN-Pedestrians,2016,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,0
2016-DONN-Railcars,2016,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Railcars,0
2016-PROG-Buses,2016,Rio Grande Valley,Progreso,Progreso International Bridge,Buses,0
2016-PROG-Trucks,2016,Rio Grande Valley,Progreso,Progreso International Bridge,Commercial Trucks,49156
2016-PROG-POVs,2016,Rio Grande Valley,Progreso,Progreso International Bridge,Passenger Vehicles,555289
2016-PROG-Pedestrians,2016,Rio Grande Valley,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,844327
2016-PROG-Railcars,2016,Rio Grande Valley,Progreso,Progreso International Bridge,Railcars,0
2016-LOSE-Buses,2016,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Buses,0
2016-LOSE-Trucks,2016,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,0
2016-LOSE-POVs,2016,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,36640
2016-LOSE-Pedestrians,2016,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,31818
2016-LOSE-Railcars,2016,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Railcars,0
2016-STAR-Buses,2016,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Buses,0
2016-STAR-Trucks,2016,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,36085
2016-STAR-POVs,2016,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,373770
2016-STAR-Pedestrians,2016,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,29572
2016-STAR-Railcars,2016,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Railcars,0
2016-LAKF-Buses,2016,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Buses,0
2016-LAKF-Trucks,2016,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,0
2016-LAKF-POVs,2016,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,86714
2016-LAKF-Pedestrians,2016,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,0
2016-LAKF-Railcars,2016,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Railcars,0
2016-ROMA-Buses,2016,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,385
2016-ROMA-Trucks,2016,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,7531
2016-ROMA-POVs,2016,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,713556
2016-ROMA-Pedestrians,2016,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,245307
2016-ROMA-Railcars,2016,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Railcars,0
2017-BRID-Buses,2017,El Paso,El Paso,Bridge of the Americas,Buses,7197
2017-BRID-Trucks,2017,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,269886
2017-BRID-POVs,2017,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,3883830
2017-BRID-Pedestrians,2017,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,1030474
2017-BRID-Railcars,2017,El Paso,El Paso,Bridge of the Americas,Railcars,0
2017-ELPA-Buses,2017,El Paso,El Paso,El Paso Railroad Bridges,Buses,0
2017-ELPA-Trucks,2017,El Paso,El Paso,El Paso Railroad Bridges,Commercial Trucks,0
2017-ELPA-POVs,2017,El Paso,El Paso,El Paso Railroad Bridges,Passenger Vehicles,0
2017-ELPA-Pedestrians,2017,El Paso,El Paso,El Paso Railroad Bridges,Pedestrians/ Bicyclists,0
2017-ELPA-Railcars,2017,El Paso,El Paso,El Paso Railroad Bridges,Railcars,109468
2017-GOOD-Buses,2017,El Paso,El Paso,Good Neighbor Bridge,Buses,0
2017-GOOD-Trucks,2017,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0
2017-GOOD-POVs,2017,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,1237289
2017-GOOD-Pedestrians,2017,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0
2017-GOOD-Railcars,2017,El Paso,El Paso,Good Neighbor Bridge,Railcars,0
2017-PASO-Buses,2017,El Paso,El Paso,Paso del Norte Bridge,Buses,8701
2017-PASO-Trucks,2017,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0
2017-PASO-POVs,2017,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,2995942
2017-PASO-Pedestrians,2017,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,4601047
2017-PASO-Railcars,2017,El Paso,El Paso,Paso del Norte Bridge,Railcars,0
2017-FORT-Buses,2017,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0
2017-FORT-Trucks,2017,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0
2017-FORT-POVs,2017,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,78615
2017-FORT-Pedestrians,2017,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,2282
2017-FORT-Railcars,2017,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Railcars,0
2017-MARC-Buses,2017,El Paso,Marcelino Serna,Marcelino Serna Bridge,Buses,0
2017-MARC-Trucks,2017,El Paso,Marcelino Serna,Marcelino Serna Bridge,Commercial Trucks,106
2017-MARC-POVs,2017,El Paso,Marcelino Serna,Marcelino Serna Bridge,Passenger Vehicles,248587
2017-MARC-Pedestrians,2017,El Paso,Marcelino Serna,Marcelino Serna Bridge,Pedestrians/ Bicyclists,32354
2017-MARC-Railcars,2017,El Paso,Marcelino Serna,Marcelino Serna Bridge,Railcars,0
2017-BOQU-Buses,2017,El Paso,Presidio,Boquillas,Buses,0
2017-BOQU-Trucks,2017,El Paso,Presidio,Boquillas,Commercial Trucks,0
2017-BOQU-POVs,2017,El Paso,Presidio,Boquillas,Passenger Vehicles,0
2017-BOQU-Pedestrians,2017,El Paso,Presidio,Boquillas,Pedestrians/ Bicyclists,17857
2017-BOQU-Railcars,2017,El Paso,Presidio,Boquillas,Railcars,0
2017-PRES-Buses,2017,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,663
2017-PRES-Trucks,2017,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,8697
2017-PRES-POVs,2017,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,690898
2017-PRES-Pedestrians,2017,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,94944
2017-PRES-Railcars,2017,El Paso,Presidio,Presidio-Ojinaga International Bridge,Railcars,0
2017-YSLE-Buses,2017,El Paso,Ysleta,Ysleta Bridge,Buses,0
2017-YSLE-Trucks,2017,El Paso,Ysleta,Ysleta Bridge,Commercial Trucks,509307
2017-YSLE-POVs,2017,El Paso,Ysleta,Ysleta Bridge,Passenger Vehicles,4934164
2017-YSLE-Pedestrians,2017,El Paso,Ysleta,Ysleta Bridge,Pedestrians/ Bicyclists,1295982
2017-YSLE-Railcars,2017,El Paso,Ysleta,Ysleta Bridge,Railcars,0
2017-DELR-Buses,2017,Laredo,Del Rio,Del Rio International Bridge,Buses,0
2017-DELR-Trucks,2017,Laredo,Del Rio,Del Rio International Bridge,Commercial Trucks,74207
2017-DELR-POVs,2017,Laredo,Del Rio,Del Rio International Bridge,Passenger Vehicles,1550192
2017-DELR-Pedestrians,2017,Laredo,Del Rio,Del Rio International Bridge,Pedestrians/ Bicyclists,147800
2017-DELR-Railcars,2017,Laredo,Del Rio,Del Rio International Bridge,Railcars,0
2017-LAKA-Buses,2017,Laredo,Del Rio,Lake Amistad Dam Crossing,Buses,0
2017-LAKA-Trucks,2017,Laredo,Del Rio,Lake Amistad Dam Crossing,Commercial Trucks,0
2017-LAKA-POVs,2017,Laredo,Del Rio,Lake Amistad Dam Crossing,Passenger Vehicles,58361
2017-LAKA-Pedestrians,2017,Laredo,Del Rio,Lake Amistad Dam Crossing,Pedestrians/ Bicyclists,0
2017-LAKA-Railcars,2017,Laredo,Del Rio,Lake Amistad Dam Crossing,Railcars,0
2017-CAMI-Buses,2017,Laredo,Eagle Pass,Camino Real International Bridge,Buses,1858
2017-CAMI-Trucks,2017,Laredo,Eagle Pass,Camino Real International Bridge,Commercial Trucks,169578
2017-CAMI-POVs,2017,Laredo,Eagle Pass,Camino Real International Bridge,Passenger Vehicles,1467551
2017-CAMI-Pedestrians,2017,Laredo,Eagle Pass,Camino Real International Bridge,Pedestrians/ Bicyclists,304814
2017-CAMI-Railcars,2017,Laredo,Eagle Pass,Camino Real International Bridge,Railcars,0
2017-EAGL-Buses,2017,Laredo,Eagle Pass,Eagle Pass International Bridge,Buses,0
2017-EAGL-Trucks,2017,Laredo,Eagle Pass,Eagle Pass International Bridge,Commercial Trucks,0
2017-EAGL-POVs,2017,Laredo,Eagle Pass,Eagle Pass International Bridge,Passenger Vehicles,1184650
2017-EAGL-Pedestrians,2017,Laredo,Eagle Pass,Eagle Pass International Bridge,Pedestrians/ Bicyclists,553887
2017-EAGL-Railcars,2017,Laredo,Eagle Pass,Eagle Pass International Bridge,Railcars,0
2017-UNIO-Buses,2017,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Buses,0
2017-UNIO-Trucks,2017,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Commercial Trucks,0
2017-UNIO-POVs,2017,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Passenger Vehicles,0
2017-UNIO-Pedestrians,2017,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Pedestrians/ Bicyclists,0
2017-UNIO-Railcars,2017,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Railcars,287820
2017-CANA-Buses,2017,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Buses,0
2017-CANA-Trucks,2017,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Commercial Trucks,0
2017-CANA-POVs,2017,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Passenger Vehicles,0
2017-CANA-Pedestrians,2017,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Pedestrians/ Bicyclists,0
2017-CANA-Railcars,2017,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Railcars,325426
2017-COLO-Buses,2017,Laredo,Laredo,Colombia Solidarity Bridge,Buses,1410
2017-COLO-Trucks,2017,Laredo,Laredo,Colombia Solidarity Bridge,Commercial Trucks,491390
2017-COLO-POVs,2017,Laredo,Laredo,Colombia Solidarity Bridge,Passenger Vehicles,329298
2017-COLO-Pedestrians,2017,Laredo,Laredo,Colombia Solidarity Bridge,Pedestrians/ Bicyclists,10561
2017-COLO-Railcars,2017,Laredo,Laredo,Colombia Solidarity Bridge,Railcars,0
2017-GTAB-Buses,2017,Laredo,Laredo,Gateway to the Americas Bridge,Buses,0
2017-GTAB-Trucks,2017,Laredo,Laredo,Gateway to the Americas Bridge,Commercial Trucks,0
2017-GTAB-POVs,2017,Laredo,Laredo,Gateway to the Americas Bridge,Passenger Vehicles,0
2017-GTAB-Pedestrians,2017,Laredo,Laredo,Gateway to the Americas Bridge,Pedestrians/ Bicyclists,2854616
2017-GTAB-Railcars,2017,Laredo,Laredo,Gateway to the Americas Bridge,Railcars,0
2017-JUAR-Buses,2017,Laredo,Laredo,Juárez-Lincoln International Bridge,Buses,38810
2017-JUAR-Trucks,2017,Laredo,Laredo,Juárez-Lincoln International Bridge,Commercial Trucks,0
2017-JUAR-POVs,2017,Laredo,Laredo,Juárez-Lincoln International Bridge,Passenger Vehicles,4660595
2017-JUAR-Pedestrians,2017,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,0
2017-JUAR-Railcars,2017,Laredo,Laredo,Juárez-Lincoln International Bridge,Railcars,0
2017-WORL-Buses,2017,Laredo,Laredo,World Trade Bridge,Buses,0
2017-WORL-Trucks,2017,Laredo,Laredo,World Trade Bridge,Commercial Trucks,1691595
2017-WORL-POVs,2017,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,0
2017-WORL-Pedestrians,2017,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,151624
2017-WORL-Railcars,2017,Laredo,Laredo,World Trade Bridge,Railcars,0
2017-BROW-Buses,2017,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Buses,0
2017-BROW-Trucks,2017,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,0
2017-BROW-POVs,2017,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,1666788
2017-BROW-Pedestrians,2017,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,484799
2017-BROW-Railcars,2017,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Railcars,0
2017-FREE-Buses,2017,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Buses,0
2017-FREE-Trucks,2017,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,25581
2017-FREE-POVs,2017,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,508128
2017-FREE-Pedestrians,2017,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,31802
2017-FREE-Railcars,2017,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Railcars,0
2017-GATE-Buses,2017,Rio Grande Valley,Brownsville,Gateway International Bridge,Buses,0
2017-GATE-Trucks,2017,Rio Grande Valley,Brownsville,Gateway International Bridge,Commercial Trucks,0
2017-GATE-POVs,2017,Rio Grande Valley,Brownsville,Gateway International Bridge,Passenger Vehicles,1292049
2017-GATE-Pedestrians,2017,Rio Grande Valley,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,2154953
2017-GATE-Railcars,2017,Rio Grande Valley,Brownsville,Gateway International Bridge,Railcars,0
2017-VETE-Buses,2017,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Buses,6476
2017-VETE-Trucks,2017,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,202121
2017-VETE-POVs,2017,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,1402381
2017-VETE-Pedestrians,2017,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,90265
2017-VETE-Railcars,2017,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Railcars,0
2017-WEST-Buses,2017,Rio Grande Valley,Brownsville,West Rail Bridge,Buses,0
2017-WEST-Trucks,2017,Rio Grande Valley,Brownsville,West Rail Bridge,Commercial Trucks,0
2017-WEST-POVs,2017,Rio Grande Valley,Brownsville,West Rail Bridge,Passenger Vehicles,0
2017-WEST-Pedestrians,2017,Rio Grande Valley,Brownsville,West Rail Bridge,Pedestrians/ Bicyclists,0
2017-WEST-Railcars,2017,Rio Grande Valley,Brownsville,West Rail Bridge,Railcars,86792
2017-ANZA-Buses,2017,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Buses,1
2017-ANZA-Trucks,2017,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Commercial Trucks,0
2017-ANZA-POVs,2017,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,1032539
2017-ANZA-Pedestrians,2017,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,0
2017-ANZA-Railcars,2017,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Railcars,0
2017-MCAL-Buses,2017,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Buses,20839
2017-MCAL-Trucks,2017,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,0
2017-MCAL-POVs,2017,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,2224845
2017-MCAL-Pedestrians,2017,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,2185335
2017-MCAL-Railcars,2017,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Railcars,0
2017-PHAR-Buses,2017,Rio Grande Valley,Hidalgo,Pharr International Bridge,Buses,0
2017-PHAR-Trucks,2017,Rio Grande Valley,Hidalgo,Pharr International Bridge,Commercial Trucks,620236
2017-PHAR-POVs,2017,Rio Grande Valley,Hidalgo,Pharr International Bridge,Passenger Vehicles,1143683
2017-PHAR-Pedestrians,2017,Rio Grande Valley,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,0
2017-PHAR-Railcars,2017,Rio Grande Valley,Hidalgo,Pharr International Bridge,Railcars,0
2017-DONN-Buses,2017,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Buses,0
2017-DONN-Trucks,2017,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,0
2017-DONN-POVs,2017,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,654779
2017-DONN-Pedestrians,2017,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,0
2017-DONN-Railcars,2017,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Railcars,0
2017-PROG-Buses,2017,Rio Grande Valley,Progreso,Progreso International Bridge,Buses,0
2017-PROG-Trucks,2017,Rio Grande Valley,Progreso,Progreso International Bridge,Commercial Trucks,52516
2017-PROG-POVs,2017,Rio Grande Valley,Progreso,Progreso International Bridge,Passenger Vehicles,562899
2017-PROG-Pedestrians,2017,Rio Grande Valley,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,899201
2017-PROG-Railcars,2017,Rio Grande Valley,Progreso,Progreso International Bridge,Railcars,0
2017-LOSE-Buses,2017,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Buses,0
2017-LOSE-Trucks,2017,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,0
2017-LOSE-POVs,2017,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,29558
2017-LOSE-Pedestrians,2017,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,30220
2017-LOSE-Railcars,2017,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Railcars,0
2017-STAR-Buses,2017,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Buses,0
2017-STAR-Trucks,2017,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,37521
2017-STAR-POVs,2017,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,371459
2017-STAR-Pedestrians,2017,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,30429
2017-STAR-Railcars,2017,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Railcars,0
2017-LAKF-Buses,2017,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Buses,0
2017-LAKF-Trucks,2017,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,0
2017-LAKF-POVs,2017,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,98340
2017-LAKF-Pedestrians,2017,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,0
2017-LAKF-Railcars,2017,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Railcars,0
2017-ROMA-Buses,2017,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,414
2017-ROMA-Trucks,2017,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,7608
2017-ROMA-POVs,2017,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,705462
2017-ROMA-Pedestrians,2017,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,245594
2017-ROMA-Railcars,2017,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Railcars,0
2018-BRID-Buses,2018,El Paso,El Paso,Bridge of the Americas,Buses,7239
2018-BRID-Trucks,2018,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,270843
2018-BRID-POVs,2018,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,4090774
2018-BRID-Pedestrians,2018,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,1275643
2018-BRID-Railcars,2018,El Paso,El Paso,Bridge of the Americas,Railcars,0
2018-ELPA-Buses,2018,El Paso,El Paso,El Paso Railroad Bridges,Buses,0
2018-ELPA-Trucks,2018,El Paso,El Paso,El Paso Railroad Bridges,Commercial Trucks,0
2018-ELPA-POVs,2018,El Paso,El Paso,El Paso Railroad Bridges,Passenger Vehicles,0
2018-ELPA-Pedestrians,2018,El Paso,El Paso,El Paso Railroad Bridges,Pedestrians/ Bicyclists,0
2018-ELPA-Railcars,2018,El Paso,El Paso,El Paso Railroad Bridges,Railcars,108376
2018-GOOD-Buses,2018,El Paso,El Paso,Good Neighbor Bridge,Buses,0
2018-GOOD-Trucks,2018,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0
2018-GOOD-POVs,2018,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,1365806
2018-GOOD-Pedestrians,2018,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0
2018-GOOD-Railcars,2018,El Paso,El Paso,Good Neighbor Bridge,Railcars,0
